n_neighbors,weights,metric,accuracy_train,accuracy_test
18,distance,minkowski,1.0,0.7
19,uniform,euclidean,0.6833976833976834,0.6923076923076923
19,uniform,manhattan,0.6776061776061776,0.6846153846153846
19,uniform,chebyshev,0.6776061776061776,0.676923076923077
19,uniform,minkowski,0.6833976833976834,0.6923076923076923
19,distance,euclidean,1.0,0.6923076923076923
19,distance,manhattan,1.0,0.7
19,distance,chebyshev,1.0,0.6615384615384615
19,distance,minkowski,1.0,0.6923076923076923
20,uniform,euclidean,0.696911196911197,0.6615384615384615
20,uniform,manhattan,0.6776061776061776,0.6846153846153846
20,uniform,chebyshev,0.6814671814671814,0.676923076923077
20,uniform,minkowski,0.696911196911197,0.6615384615384615
20,distance,euclidean,1.0,0.6692307692307692
20,distance,manhattan,1.0,0.7076923076923077
20,distance,chebyshev,1.0,0.6692307692307692
20,distance,minkowski,1.0,0.6692307692307692
