band_width,n_neighbors,weights,metric,accuracy_train,accuracy_test
20,2,distance,manhattan,1.0,0.704
20,1,uniform,manhattan,1.0,0.704
20,1,distance,manhattan,1.0,0.704
100,3,distance,chebyshev,1.0,0.696
20,3,distance,manhattan,1.0,0.696
20,1,distance,chebyshev,1.0,0.688
20,2,distance,chebyshev,1.0,0.688
20,1,uniform,chebyshev,1.0,0.688
10,1,uniform,chebyshev,1.0,0.68
100,3,distance,minkowski,1.0,0.68
10,1,distance,chebyshev,1.0,0.68
100,3,distance,manhattan,1.0,0.68
100,3,distance,euclidean,1.0,0.68
10,2,distance,chebyshev,1.0,0.68
100,2,distance,euclidean,1.0,0.672
100,1,uniform,euclidean,1.0,0.672
100,2,distance,minkowski,1.0,0.672
100,1,uniform,manhattan,1.0,0.672
100,1,uniform,minkowski,1.0,0.672
100,1,distance,euclidean,1.0,0.672
100,1,distance,manhattan,1.0,0.672
100,1,distance,minkowski,1.0,0.672
100,2,distance,manhattan,1.0,0.672
20,4,distance,manhattan,1.0,0.672
10,1,uniform,euclidean,1.0,0.664
10,1,uniform,minkowski,1.0,0.664
10,1,distance,euclidean,1.0,0.664
10,1,distance,minkowski,1.0,0.664
10,2,distance,euclidean,1.0,0.664
20,3,uniform,manhattan,0.7715430861723447,0.664
10,2,distance,minkowski,1.0,0.664
40,2,distance,minkowski,1.0,0.656
20,3,distance,minkowski,1.0,0.656
100,1,distance,chebyshev,1.0,0.656
20,1,uniform,euclidean,1.0,0.656
20,1,uniform,minkowski,1.0,0.656
100,1,uniform,chebyshev,1.0,0.656
20,1,distance,euclidean,1.0,0.656
100,2,distance,chebyshev,1.0,0.656
100,3,uniform,chebyshev,0.7855711422845691,0.656
40,1,distance,minkowski,1.0,0.656
20,1,distance,minkowski,1.0,0.656
20,2,distance,euclidean,1.0,0.656
20,2,distance,minkowski,1.0,0.656
100,4,distance,euclidean,1.0,0.656
100,4,distance,manhattan,1.0,0.656
40,1,uniform,euclidean,1.0,0.656
100,4,distance,minkowski,1.0,0.656
40,1,uniform,minkowski,1.0,0.656
40,1,distance,euclidean,1.0,0.656
20,3,distance,euclidean,1.0,0.656
100,2,uniform,chebyshev,0.7955911823647295,0.656
40,2,distance,euclidean,1.0,0.656
100,3,uniform,manhattan,0.8016032064128257,0.648
100,3,uniform,euclidean,0.8056112224448898,0.648
100,4,distance,chebyshev,1.0,0.648
100,3,uniform,minkowski,0.8056112224448898,0.648
100,2,uniform,minkowski,0.7935871743486974,0.648
40,2,distance,chebyshev,1.0,0.648
10,2,distance,manhattan,1.0,0.648
100,2,uniform,euclidean,0.7935871743486974,0.648
10,1,distance,manhattan,1.0,0.648
40,1,uniform,chebyshev,1.0,0.648
40,1,distance,chebyshev,1.0,0.648
100,2,uniform,manhattan,0.7995991983967936,0.648
10,1,uniform,manhattan,1.0,0.648
20,11,distance,chebyshev,1.0,0.64
100,5,distance,chebyshev,1.0,0.64
100,8,distance,chebyshev,1.0,0.64
100,8,distance,minkowski,1.0,0.64
20,5,distance,manhattan,1.0,0.64
20,3,uniform,euclidean,0.7855711422845691,0.64
30,12,distance,manhattan,1.0,0.64
20,10,distance,manhattan,1.0,0.64
90,15,distance,chebyshev,1.0,0.64
90,17,distance,chebyshev,1.0,0.64
20,15,distance,chebyshev,1.0,0.64
10,2,uniform,manhattan,0.7875751503006012,0.64
20,3,uniform,minkowski,0.7855711422845691,0.64
100,15,distance,chebyshev,1.0,0.64
20,4,uniform,manhattan,0.7034068136272545,0.64
100,8,distance,euclidean,1.0,0.64
40,3,distance,euclidean,1.0,0.632
100,20,distance,minkowski,1.0,0.632
40,3,distance,chebyshev,1.0,0.632
40,3,distance,minkowski,1.0,0.632
90,2,uniform,chebyshev,0.7895791583166333,0.632
40,3,uniform,minkowski,0.7695390781563126,0.632
20,2,uniform,manhattan,0.779559118236473,0.632
80,2,uniform,euclidean,0.7995991983967936,0.632
60,2,distance,chebyshev,1.0,0.632
60,1,distance,chebyshev,1.0,0.632
60,1,uniform,chebyshev,1.0,0.632
100,17,distance,chebyshev,1.0,0.632
80,2,uniform,minkowski,0.7995991983967936,0.632
20,6,distance,manhattan,1.0,0.632
40,3,uniform,euclidean,0.7695390781563126,0.632
20,4,distance,euclidean,1.0,0.632
30,1,uniform,euclidean,1.0,0.632
30,1,uniform,minkowski,1.0,0.632
30,1,distance,euclidean,1.0,0.632
30,1,distance,minkowski,1.0,0.632
30,2,distance,minkowski,1.0,0.632
20,15,distance,manhattan,1.0,0.632
30,14,distance,euclidean,1.0,0.632
30,14,distance,minkowski,1.0,0.632
100,4,uniform,chebyshev,0.7094188376753507,0.632
20,13,distance,chebyshev,1.0,0.632
90,3,distance,minkowski,1.0,0.632
90,3,distance,chebyshev,1.0,0.632
90,3,distance,euclidean,1.0,0.632
100,5,distance,manhattan,1.0,0.632
100,6,distance,manhattan,1.0,0.632
100,13,distance,chebyshev,1.0,0.632
20,4,distance,minkowski,1.0,0.632
100,20,distance,euclidean,1.0,0.632
30,2,distance,euclidean,1.0,0.632
10,2,uniform,minkowski,0.8036072144288577,0.632
10,2,uniform,euclidean,0.8036072144288577,0.632
40,2,uniform,chebyshev,0.7635270541082164,0.624
20,4,uniform,euclidean,0.7154308617234469,0.624
20,3,distance,chebyshev,1.0,0.624
50,1,distance,chebyshev,1.0,0.624
20,16,distance,manhattan,1.0,0.624
40,2,uniform,euclidean,0.7715430861723447,0.624
50,2,distance,chebyshev,1.0,0.624
40,2,uniform,minkowski,0.7715430861723447,0.624
20,4,uniform,minkowski,0.7154308617234469,0.624
20,2,uniform,minkowski,0.779559118236473,0.624
40,3,uniform,manhattan,0.7775551102204409,0.624
20,2,uniform,euclidean,0.779559118236473,0.624
70,1,uniform,manhattan,1.0,0.624
110,2,distance,minkowski,1.0,0.624
110,2,distance,chebyshev,1.0,0.624
110,2,distance,manhattan,1.0,0.624
90,16,distance,chebyshev,1.0,0.624
70,1,distance,manhattan,1.0,0.624
100,14,distance,manhattan,1.0,0.624
100,10,distance,chebyshev,1.0,0.624
100,7,distance,chebyshev,1.0,0.624
100,7,distance,manhattan,1.0,0.624
30,1,distance,manhattan,1.0,0.624
100,9,distance,manhattan,1.0,0.624
20,10,distance,chebyshev,1.0,0.624
30,14,distance,manhattan,1.0,0.624
20,11,distance,euclidean,1.0,0.624
20,11,distance,minkowski,1.0,0.624
50,1,uniform,chebyshev,1.0,0.624
70,2,distance,manhattan,1.0,0.624
20,12,distance,chebyshev,1.0,0.624
30,12,distance,chebyshev,1.0,0.624
30,11,distance,manhattan,1.0,0.624
20,14,distance,manhattan,1.0,0.624
20,14,distance,chebyshev,1.0,0.624
90,11,distance,chebyshev,1.0,0.624
10,2,uniform,chebyshev,0.8076152304609219,0.624
30,1,distance,chebyshev,1.0,0.624
80,1,uniform,chebyshev,1.0,0.624
30,1,uniform,chebyshev,1.0,0.624
80,1,distance,chebyshev,1.0,0.624
80,2,uniform,chebyshev,0.7975951903807615,0.624
100,19,distance,euclidean,1.0,0.624
30,2,distance,chebyshev,1.0,0.624
50,2,uniform,chebyshev,0.7935871743486974,0.624
100,19,distance,minkowski,1.0,0.624
100,20,distance,manhattan,1.0,0.624
30,1,uniform,manhattan,1.0,0.624
110,1,uniform,euclidean,1.0,0.624
20,19,distance,euclidean,1.0,0.624
10,6,distance,manhattan,1.0,0.624
110,1,uniform,manhattan,1.0,0.624
110,1,uniform,chebyshev,1.0,0.624
110,1,uniform,minkowski,1.0,0.624
110,1,distance,euclidean,1.0,0.624
110,1,distance,manhattan,1.0,0.624
110,1,distance,chebyshev,1.0,0.624
110,1,distance,minkowski,1.0,0.624
20,19,distance,minkowski,1.0,0.624
30,2,distance,manhattan,1.0,0.624
40,4,distance,euclidean,1.0,0.624
80,2,distance,chebyshev,1.0,0.624
40,4,distance,minkowski,1.0,0.624
100,16,distance,chebyshev,1.0,0.624
110,2,distance,euclidean,1.0,0.624
80,2,distance,euclidean,1.0,0.616
100,6,distance,chebyshev,1.0,0.616
70,2,distance,chebyshev,1.0,0.616
50,2,uniform,euclidean,0.7935871743486974,0.616
70,2,distance,euclidean,1.0,0.616
20,11,distance,manhattan,1.0,0.616
90,19,distance,euclidean,1.0,0.616
90,19,distance,minkowski,1.0,0.616
100,6,distance,euclidean,1.0,0.616
30,14,distance,chebyshev,1.0,0.616
20,17,distance,minkowski,1.0,0.616
70,2,distance,minkowski,1.0,0.616
100,6,distance,minkowski,1.0,0.616
80,1,uniform,euclidean,1.0,0.616
90,7,distance,euclidean,1.0,0.616
20,18,distance,manhattan,1.0,0.616
80,1,uniform,minkowski,1.0,0.616
30,15,distance,euclidean,1.0,0.616
20,9,distance,manhattan,1.0,0.616
90,7,distance,minkowski,1.0,0.616
90,8,distance,euclidean,1.0,0.616
30,3,distance,minkowski,1.0,0.616
20,17,distance,euclidean,1.0,0.616
20,16,distance,chebyshev,1.0,0.616
80,1,distance,manhattan,1.0,0.616
80,2,distance,minkowski,1.0,0.616
80,1,distance,minkowski,1.0,0.616
30,3,distance,euclidean,1.0,0.616
60,1,distance,euclidean,1.0,0.616
90,14,distance,chebyshev,1.0,0.616
60,1,uniform,minkowski,1.0,0.616
90,13,distance,chebyshev,1.0,0.616
80,1,uniform,manhattan,1.0,0.616
100,8,distance,manhattan,1.0,0.616
80,1,distance,euclidean,1.0,0.616
50,2,uniform,minkowski,0.7935871743486974,0.616
100,4,uniform,manhattan,0.7374749498997996,0.616
90,9,distance,minkowski,1.0,0.616
80,2,distance,manhattan,1.0,0.616
90,9,distance,euclidean,1.0,0.616
90,8,distance,minkowski,1.0,0.616
30,13,distance,chebyshev,1.0,0.616
30,15,distance,minkowski,1.0,0.616
60,1,distance,minkowski,1.0,0.616
30,16,distance,manhattan,1.0,0.616
70,1,distance,minkowski,1.0,0.616
100,18,distance,manhattan,1.0,0.616
100,12,distance,chebyshev,1.0,0.616
40,5,distance,minkowski,1.0,0.616
90,3,uniform,euclidean,0.7955911823647295,0.616
40,5,distance,euclidean,1.0,0.616
90,2,uniform,euclidean,0.7955911823647295,0.616
60,2,distance,euclidean,1.0,0.616
90,2,uniform,minkowski,0.7955911823647295,0.616
30,20,distance,manhattan,1.0,0.616
100,16,distance,manhattan,1.0,0.616
100,15,distance,manhattan,1.0,0.616
90,3,uniform,minkowski,0.7955911823647295,0.616
10,3,distance,manhattan,1.0,0.616
100,14,distance,chebyshev,1.0,0.616
70,1,distance,chebyshev,1.0,0.616
10,4,distance,minkowski,1.0,0.616
40,3,distance,manhattan,1.0,0.616
70,1,uniform,euclidean,1.0,0.616
70,1,uniform,chebyshev,1.0,0.616
70,1,uniform,minkowski,1.0,0.616
10,4,distance,euclidean,1.0,0.616
70,1,distance,euclidean,1.0,0.616
90,3,uniform,chebyshev,0.7915831663326653,0.616
100,18,distance,euclidean,1.0,0.616
10,17,distance,chebyshev,1.0,0.616
90,4,distance,manhattan,1.0,0.616
100,9,distance,euclidean,1.0,0.616
90,5,distance,chebyshev,1.0,0.616
100,9,distance,chebyshev,1.0,0.616
100,9,distance,minkowski,1.0,0.616
100,19,distance,chebyshev,1.0,0.616
90,4,distance,minkowski,1.0,0.616
100,10,distance,manhattan,1.0,0.616
90,3,distance,manhattan,1.0,0.616
90,4,distance,chebyshev,1.0,0.616
60,1,uniform,euclidean,1.0,0.616
60,2,distance,minkowski,1.0,0.616
100,18,distance,minkowski,1.0,0.616
30,18,distance,euclidean,1.0,0.616
30,18,distance,minkowski,1.0,0.616
30,18,distance,manhattan,1.0,0.616
100,11,distance,chebyshev,1.0,0.616
90,4,distance,euclidean,1.0,0.616
10,3,distance,minkowski,1.0,0.608
30,5,distance,euclidean,1.0,0.608
40,3,uniform,chebyshev,0.7555110220440882,0.608
30,3,distance,manhattan,1.0,0.608
90,1,uniform,euclidean,1.0,0.608
90,1,uniform,manhattan,1.0,0.608
90,1,uniform,minkowski,1.0,0.608
90,1,distance,manhattan,1.0,0.608
40,2,distance,manhattan,1.0,0.608
90,1,distance,euclidean,1.0,0.608
10,3,distance,euclidean,1.0,0.608
90,19,distance,chebyshev,1.0,0.608
60,2,distance,manhattan,1.0,0.608
90,20,distance,euclidean,1.0,0.608
40,4,distance,manhattan,1.0,0.608
90,1,distance,minkowski,1.0,0.608
90,6,distance,euclidean,1.0,0.608
30,5,distance,minkowski,1.0,0.608
30,17,distance,manhattan,1.0,0.608
90,9,distance,chebyshev,1.0,0.608
90,3,uniform,manhattan,0.7935871743486974,0.608
90,8,distance,manhattan,1.0,0.608
30,13,distance,euclidean,1.0,0.608
30,13,distance,manhattan,1.0,0.608
30,13,distance,minkowski,1.0,0.608
90,7,distance,chebyshev,1.0,0.608
90,10,distance,euclidean,1.0,0.608
90,7,distance,manhattan,1.0,0.608
30,16,distance,minkowski,1.0,0.608
10,5,distance,manhattan,1.0,0.608
90,5,distance,euclidean,1.0,0.608
30,16,distance,euclidean,1.0,0.608
90,6,distance,minkowski,1.0,0.608
90,2,distance,minkowski,1.0,0.608
90,2,distance,manhattan,1.0,0.608
90,18,distance,manhattan,1.0,0.608
90,5,distance,minkowski,1.0,0.608
40,2,uniform,manhattan,0.7855711422845691,0.608
10,4,distance,manhattan,1.0,0.608
90,17,distance,manhattan,1.0,0.608
40,1,distance,manhattan,1.0,0.608
90,16,distance,manhattan,1.0,0.608
60,1,distance,manhattan,1.0,0.608
90,12,distance,minkowski,1.0,0.608
90,10,distance,minkowski,1.0,0.608
90,12,distance,chebyshev,1.0,0.608
90,12,distance,euclidean,1.0,0.608
90,11,distance,minkowski,1.0,0.608
40,1,uniform,manhattan,1.0,0.608
90,2,distance,euclidean,1.0,0.608
90,11,distance,euclidean,1.0,0.608
10,15,distance,chebyshev,1.0,0.608
80,2,uniform,manhattan,0.7995991983967936,0.608
70,3,distance,euclidean,1.0,0.608
110,3,distance,chebyshev,1.0,0.608
100,5,distance,minkowski,1.0,0.608
110,3,distance,euclidean,1.0,0.608
20,2,uniform,chebyshev,0.8036072144288577,0.608
20,18,distance,chebyshev,1.0,0.608
110,3,distance,manhattan,1.0,0.608
20,17,distance,manhattan,1.0,0.608
110,3,distance,minkowski,1.0,0.608
100,15,distance,minkowski,1.0,0.608
60,1,uniform,manhattan,1.0,0.608
70,3,distance,manhattan,1.0,0.608
100,7,distance,euclidean,1.0,0.608
100,7,distance,minkowski,1.0,0.608
100,11,distance,manhattan,1.0,0.608
100,10,distance,minkowski,1.0,0.608
100,15,distance,euclidean,1.0,0.608
100,5,distance,euclidean,1.0,0.608
100,10,distance,euclidean,1.0,0.608
100,4,uniform,minkowski,0.7214428857715431,0.608
70,3,distance,minkowski,1.0,0.608
100,19,distance,manhattan,1.0,0.608
20,19,distance,chebyshev,1.0,0.608
100,17,distance,manhattan,1.0,0.608
20,13,distance,manhattan,1.0,0.608
100,4,uniform,euclidean,0.7214428857715431,0.608
90,20,distance,minkowski,1.0,0.608
10,3,uniform,manhattan,0.7675350701402806,0.608
100,20,distance,chebyshev,1.0,0.608
30,11,distance,euclidean,1.0,0.6
20,8,distance,minkowski,1.0,0.6
90,6,distance,chebyshev,1.0,0.6
20,8,distance,euclidean,1.0,0.6
90,10,distance,chebyshev,1.0,0.6
20,8,distance,manhattan,1.0,0.6
20,12,distance,manhattan,1.0,0.6
20,10,distance,euclidean,1.0,0.6
20,13,distance,minkowski,1.0,0.6
80,3,distance,minkowski,1.0,0.6
20,13,distance,euclidean,1.0,0.6
20,7,distance,minkowski,1.0,0.6
20,12,distance,euclidean,1.0,0.6
20,12,distance,minkowski,1.0,0.6
30,11,distance,minkowski,1.0,0.6
20,10,distance,minkowski,1.0,0.6
20,7,distance,euclidean,1.0,0.6
50,1,distance,euclidean,1.0,0.6
40,6,distance,minkowski,1.0,0.6
40,6,distance,manhattan,1.0,0.6
40,6,distance,euclidean,1.0,0.6
50,3,distance,manhattan,1.0,0.6
100,18,distance,chebyshev,1.0,0.6
100,17,distance,minkowski,1.0,0.6
100,17,distance,euclidean,1.0,0.6
100,16,distance,minkowski,1.0,0.6
40,4,distance,chebyshev,1.0,0.6
100,16,distance,euclidean,1.0,0.6
60,15,distance,manhattan,1.0,0.6
100,14,distance,minkowski,1.0,0.6
10,20,distance,chebyshev,1.0,0.6
100,14,distance,euclidean,1.0,0.6
50,1,uniform,euclidean,1.0,0.6
20,3,uniform,chebyshev,0.7835671342685371,0.6
20,4,distance,chebyshev,1.0,0.6
100,13,distance,manhattan,1.0,0.6
50,1,uniform,minkowski,1.0,0.6
100,13,distance,euclidean,1.0,0.6
80,11,distance,manhattan,1.0,0.6
100,13,distance,minkowski,1.0,0.6
90,13,distance,euclidean,1.0,0.6
80,3,distance,euclidean,1.0,0.6
90,17,distance,minkowski,1.0,0.6
90,15,distance,minkowski,1.0,0.6
20,20,distance,minkowski,1.0,0.6
90,17,distance,euclidean,1.0,0.6
20,20,distance,manhattan,1.0,0.6
40,10,distance,manhattan,1.0,0.6
50,2,uniform,manhattan,0.7895791583166333,0.6
30,6,distance,manhattan,1.0,0.6
50,2,distance,minkowski,1.0,0.6
50,1,distance,minkowski,1.0,0.6
90,14,distance,minkowski,1.0,0.6
90,18,distance,chebyshev,1.0,0.6
50,2,distance,euclidean,1.0,0.6
20,17,distance,chebyshev,1.0,0.6
10,7,distance,manhattan,1.0,0.6
90,20,distance,chebyshev,1.0,0.6
20,19,distance,manhattan,1.0,0.6
30,3,distance,chebyshev,1.0,0.6
20,20,distance,euclidean,1.0,0.6
90,15,distance,euclidean,1.0,0.6
20,20,distance,chebyshev,1.0,0.6
90,13,distance,minkowski,1.0,0.6
30,9,distance,euclidean,1.0,0.6
30,9,distance,minkowski,1.0,0.6
90,14,distance,euclidean,1.0,0.6
90,8,distance,chebyshev,1.0,0.592
20,16,distance,minkowski,1.0,0.592
110,6,distance,minkowski,1.0,0.592
90,10,distance,manhattan,1.0,0.592
90,13,distance,manhattan,1.0,0.592
20,16,distance,euclidean,1.0,0.592
60,9,distance,manhattan,1.0,0.592
40,7,distance,manhattan,1.0,0.592
100,12,distance,minkowski,1.0,0.592
20,5,distance,euclidean,1.0,0.592
110,6,distance,manhattan,1.0,0.592
90,2,distance,chebyshev,1.0,0.592
70,2,uniform,euclidean,0.779559118236473,0.592
20,5,distance,chebyshev,1.0,0.592
20,5,distance,minkowski,1.0,0.592
30,19,distance,minkowski,1.0,0.592
100,12,distance,manhattan,1.0,0.592
30,19,distance,euclidean,1.0,0.592
100,12,distance,euclidean,1.0,0.592
110,6,distance,chebyshev,1.0,0.592
60,8,distance,euclidean,1.0,0.592
110,6,distance,euclidean,1.0,0.592
90,20,distance,manhattan,1.0,0.592
30,10,distance,chebyshev,1.0,0.592
20,14,distance,minkowski,1.0,0.592
60,7,distance,minkowski,1.0,0.592
90,2,uniform,manhattan,0.7915831663326653,0.592
90,11,distance,manhattan,1.0,0.592
40,4,uniform,manhattan,0.7234468937875751,0.592
80,13,distance,manhattan,1.0,0.592
20,14,distance,euclidean,1.0,0.592
30,4,distance,chebyshev,1.0,0.592
110,10,distance,chebyshev,1.0,0.592
20,18,distance,minkowski,1.0,0.592
80,12,distance,manhattan,1.0,0.592
20,18,distance,euclidean,1.0,0.592
70,3,distance,chebyshev,1.0,0.592
10,13,distance,chebyshev,1.0,0.592
40,5,distance,manhattan,1.0,0.592
30,5,distance,manhattan,1.0,0.592
20,15,distance,euclidean,1.0,0.592
110,10,distance,minkowski,1.0,0.592
100,11,distance,minkowski,1.0,0.592
30,10,distance,manhattan,1.0,0.592
90,16,distance,euclidean,1.0,0.592
110,8,distance,manhattan,1.0,0.592
110,8,distance,chebyshev,1.0,0.592
30,15,distance,chebyshev,1.0,0.592
60,6,distance,euclidean,1.0,0.592
20,9,distance,chebyshev,1.0,0.592
90,6,distance,manhattan,1.0,0.592
30,7,distance,minkowski,1.0,0.592
30,12,distance,minkowski,1.0,0.592
20,15,distance,minkowski,1.0,0.592
110,8,distance,minkowski,1.0,0.592
30,2,uniform,manhattan,0.7875751503006012,0.592
70,2,uniform,minkowski,0.779559118236473,0.592
60,7,distance,euclidean,1.0,0.592
30,8,distance,manhattan,1.0,0.592
60,8,distance,minkowski,1.0,0.592
60,6,distance,minkowski,1.0,0.592
90,14,distance,manhattan,1.0,0.592
110,10,distance,euclidean,1.0,0.592
110,10,distance,manhattan,1.0,0.592
20,6,distance,euclidean,1.0,0.592
70,2,uniform,chebyshev,0.7715430861723447,0.592
30,2,uniform,chebyshev,0.7935871743486974,0.592
100,11,distance,euclidean,1.0,0.592
110,8,distance,euclidean,1.0,0.592
20,6,distance,minkowski,1.0,0.592
30,12,distance,euclidean,1.0,0.592
90,4,uniform,euclidean,0.7314629258517034,0.592
90,1,distance,chebyshev,1.0,0.592
90,4,uniform,minkowski,0.7314629258517034,0.592
30,17,distance,minkowski,1.0,0.592
20,8,distance,chebyshev,1.0,0.592
30,3,uniform,chebyshev,0.7635270541082164,0.592
30,17,distance,euclidean,1.0,0.592
90,1,uniform,chebyshev,1.0,0.592
90,16,distance,minkowski,1.0,0.592
30,2,uniform,euclidean,0.7835671342685371,0.592
40,13,distance,manhattan,1.0,0.592
30,2,uniform,minkowski,0.7835671342685371,0.592
30,7,distance,euclidean,1.0,0.592
30,7,distance,manhattan,1.0,0.592
60,13,distance,manhattan,1.0,0.584
40,11,distance,manhattan,1.0,0.584
60,14,distance,manhattan,1.0,0.584
60,12,distance,manhattan,1.0,0.584
60,11,distance,minkowski,1.0,0.584
40,8,distance,minkowski,1.0,0.584
40,11,distance,euclidean,1.0,0.584
60,9,distance,chebyshev,1.0,0.584
70,3,uniform,manhattan,0.7535070140280561,0.584
80,3,distance,chebyshev,1.0,0.584
40,9,distance,minkowski,1.0,0.584
70,4,distance,euclidean,1.0,0.584
40,11,distance,minkowski,1.0,0.584
40,9,distance,euclidean,1.0,0.584
60,8,distance,chebyshev,1.0,0.584
80,10,distance,euclidean,1.0,0.584
40,7,distance,minkowski,1.0,0.584
80,10,distance,manhattan,1.0,0.584
80,10,distance,minkowski,1.0,0.584
70,4,distance,minkowski,1.0,0.584
40,8,distance,manhattan,1.0,0.584
40,8,distance,euclidean,1.0,0.584
60,10,distance,manhattan,1.0,0.584
40,12,distance,manhattan,1.0,0.584
40,7,distance,euclidean,1.0,0.584
30,6,distance,minkowski,1.0,0.584
40,5,distance,chebyshev,1.0,0.584
110,12,distance,manhattan,1.0,0.584
110,11,distance,euclidean,1.0,0.584
110,11,distance,manhattan,1.0,0.584
10,9,distance,minkowski,1.0,0.584
110,11,distance,chebyshev,1.0,0.584
110,11,distance,minkowski,1.0,0.584
10,9,distance,euclidean,1.0,0.584
110,12,distance,euclidean,1.0,0.584
110,12,distance,chebyshev,1.0,0.584
110,9,distance,minkowski,1.0,0.584
110,12,distance,minkowski,1.0,0.584
10,8,distance,minkowski,1.0,0.584
10,8,distance,euclidean,1.0,0.584
110,14,distance,euclidean,1.0,0.584
110,14,distance,manhattan,1.0,0.584
10,3,uniform,minkowski,0.7555110220440882,0.584
110,14,distance,minkowski,1.0,0.584
10,10,distance,chebyshev,1.0,0.584
110,9,distance,chebyshev,1.0,0.584
110,15,distance,manhattan,1.0,0.584
110,3,uniform,minkowski,0.781563126252505,0.584
10,16,distance,chebyshev,1.0,0.584
10,18,distance,chebyshev,1.0,0.584
10,19,distance,chebyshev,1.0,0.584
10,14,distance,chebyshev,1.0,0.584
110,3,uniform,euclidean,0.781563126252505,0.584
110,3,uniform,manhattan,0.781563126252505,0.584
110,3,uniform,chebyshev,0.781563126252505,0.584
50,3,uniform,manhattan,0.7655310621242485,0.584
110,9,distance,manhattan,1.0,0.584
110,7,distance,euclidean,1.0,0.584
110,7,distance,manhattan,1.0,0.584
110,7,distance,chebyshev,1.0,0.584
110,7,distance,minkowski,1.0,0.584
20,7,distance,manhattan,1.0,0.584
10,11,distance,chebyshev,1.0,0.584
110,9,distance,euclidean,1.0,0.584
110,15,distance,euclidean,1.0,0.584
110,14,distance,chebyshev,1.0,0.584
110,15,distance,chebyshev,1.0,0.584
110,18,distance,minkowski,1.0,0.584
110,18,distance,manhattan,1.0,0.584
30,15,distance,manhattan,1.0,0.584
90,5,distance,manhattan,1.0,0.584
30,17,distance,chebyshev,1.0,0.584
90,4,uniform,chebyshev,0.717434869739479,0.584
110,18,distance,chebyshev,1.0,0.584
30,18,distance,chebyshev,1.0,0.584
30,19,distance,manhattan,1.0,0.584
90,9,distance,manhattan,1.0,0.584
30,20,distance,chebyshev,1.0,0.584
10,4,uniform,minkowski,0.7114228456913828,0.584
10,4,uniform,manhattan,0.7094188376753507,0.584
10,4,uniform,euclidean,0.7114228456913828,0.584
40,4,uniform,euclidean,0.7074148296593187,0.584
40,4,uniform,chebyshev,0.7014028056112225,0.584
40,4,uniform,minkowski,0.7074148296593187,0.584
110,15,distance,minkowski,1.0,0.584
110,18,distance,euclidean,1.0,0.584
30,3,uniform,manhattan,0.7635270541082164,0.584
30,4,uniform,euclidean,0.7254509018036072,0.584
110,16,distance,euclidean,1.0,0.584
110,16,distance,manhattan,1.0,0.584
110,16,distance,chebyshev,1.0,0.584
110,16,distance,minkowski,1.0,0.584
30,3,uniform,euclidean,0.7595190380761523,0.584
90,12,distance,manhattan,1.0,0.584
30,3,uniform,minkowski,0.7595190380761523,0.584
10,3,uniform,euclidean,0.7555110220440882,0.584
30,4,uniform,manhattan,0.7214428857715431,0.584
30,4,uniform,minkowski,0.7254509018036072,0.584
90,19,distance,manhattan,1.0,0.584
30,6,distance,euclidean,1.0,0.584
60,11,distance,euclidean,1.0,0.584
30,8,distance,euclidean,1.0,0.584
30,8,distance,minkowski,1.0,0.584
60,8,distance,manhattan,1.0,0.576
60,9,distance,minkowski,1.0,0.576
60,10,distance,chebyshev,1.0,0.576
60,9,distance,euclidean,1.0,0.576
50,10,distance,chebyshev,1.0,0.576
50,8,distance,manhattan,1.0,0.576
60,6,distance,chebyshev,1.0,0.576
110,2,uniform,euclidean,0.781563126252505,0.576
60,11,distance,manhattan,1.0,0.576
110,13,distance,minkowski,1.0,0.576
110,19,distance,manhattan,1.0,0.576
110,19,distance,euclidean,1.0,0.576
110,17,distance,minkowski,1.0,0.576
110,17,distance,chebyshev,1.0,0.576
90,18,distance,euclidean,1.0,0.576
90,18,distance,minkowski,1.0,0.576
110,17,distance,manhattan,1.0,0.576
50,4,uniform,manhattan,0.7214428857715431,0.576
110,17,distance,euclidean,1.0,0.576
110,13,distance,chebyshev,1.0,0.576
60,16,distance,euclidean,1.0,0.576
110,13,distance,manhattan,1.0,0.576
110,13,distance,euclidean,1.0,0.576
110,4,distance,minkowski,1.0,0.576
110,4,distance,chebyshev,1.0,0.576
110,4,distance,manhattan,1.0,0.576
110,4,distance,euclidean,1.0,0.576
110,2,uniform,minkowski,0.781563126252505,0.576
110,2,uniform,chebyshev,0.781563126252505,0.576
110,2,uniform,manhattan,0.781563126252505,0.576
110,19,distance,chebyshev,1.0,0.576
110,19,distance,minkowski,1.0,0.576
110,20,distance,euclidean,1.0,0.576
110,20,distance,manhattan,1.0,0.576
60,16,distance,minkowski,1.0,0.576
60,18,distance,manhattan,1.0,0.576
70,2,uniform,manhattan,0.7775551102204409,0.576
70,3,uniform,euclidean,0.7555110220440882,0.576
70,3,uniform,minkowski,0.7555110220440882,0.576
70,4,distance,manhattan,1.0,0.576
70,4,distance,chebyshev,1.0,0.576
70,9,distance,manhattan,1.0,0.576
70,9,distance,chebyshev,1.0,0.576
110,20,distance,chebyshev,1.0,0.576
80,3,uniform,euclidean,0.7755511022044088,0.576
80,3,uniform,minkowski,0.7755511022044088,0.576
80,3,distance,manhattan,1.0,0.576
80,4,distance,chebyshev,1.0,0.576
80,11,distance,euclidean,1.0,0.576
80,11,distance,minkowski,1.0,0.576
80,14,distance,manhattan,1.0,0.576
